Gender,Age,Height,Weight,Calories,BMI,,,,,,
female,74.0,165,71,159,25.88,,,,,,
male,42.7,198,101,104,25.89,,,,,,
female,50.9,170,72,199,24.87,,,,,,
male,62.8,185,91,250,26.72,,,,,,
female,32.6,186,86,33,24.85,,,,,,
male,34.3,171,68,19,23.27,,,,,,
male,39.9,186,91,82,26.31,,,,,,
female,61.2,148,56,106,25.63,,,,,,
male,29.7,176,80,67,26.00,,,,,,
male,28.9,197,98,152,25.37,,,,,,
female,42.2,165,55,81,20.09,,,,,,
female,38.8,162,63,58,24.01,,,,,,
female,72.5,167,69,211,24.62,,,,,,
female,78.8,163,66,74,24.69,,,,,,
female,28.0,186,79,20,22.80,,,,,,
female,32.0,170,63,110,21.89,,,,,,
female,35.8,158,59,22,23.81,,,,,,
female,25.4,165,69,1,25.12,,,,,,
male,28.8,192,91,170,24.63,,,,,,
male,50.5,195,97,75,25.46,,,,,,
male,24.6,198,95,140,24.05,,,,,,
female,26.9,163,60,118,22.46,,,,,,
female,31.3,167,67,65,24.17,,,,,,
male,41.2,193,90,219,24.21,,,,,,
male,42.9,174,78,86,25.59,,,,,,
female,62.2,157,58,32,23.54,,,,,,
male,27.8,198,92,106,23.57,,,,,,
male,65.7,194,96,103,25.64,,,,,,
male,27.7,166,66,47,24.13,,,,,,
male,79.3,184,87,197,25.65,,,,,,
male,76.9,179,89,45,27.82,,,,,,
male,59.3,172,79,110,26.98,,,,,,
female,40.8,155,54,28,22.50,,,,,,
male,63.3,194,101,257,26.93,,,,,,
male,24.9,173,77,14,25.59,,,,,,
male,78.4,201,108,77,26.75,,,,,,
female,59.5,141,49,147,24.61,,,,,,
female,46.8,163,63,38,24.00,,,,,,
male,65.8,173,80,68,26.86,,,,,,
female,66.8,171,68,175,23.23,,,,,,
male,30.4,175,73,12,23.94,,,,,,
female,26.7,170,67,35,23.21,,,,,,
female,22.6,160,57,28,22.39,,,,,,
female,69.4,162,66,123,25.23,,,,,,
female,73.8,153,53,163,22.78,,,,,,
female,24.1,176,72,64,23.10,,,,,,
male,29.5,170,70,31,24.10,,,,,,
male,30.1,177,81,168,25.71,,,,,,
female,58.6,167,68,65,24.61,,,,,,
male,49.7,185,89,163,26.12,,,,,,
female,41.5,167,64,44,22.69,,,,,,
male,57.0,172,72,28,24.54,,,,,,
female,47.0,154,61,112,25.73,,,,,,
male,62.4,187,90,212,25.49,,,,,,
male,42.1,202,103,116,25.18,,,,,,
male,72.6,200,104,183,26.09,,,,,,
female,27.0,155,53,67,21.99,,,,,,
male,60.9,191,90,68,24.71,,,,,,
male,59.1,183,90,60,26.70,,,,,,
female,29.0,164,65,136,24.22,,,,,,
female,64.5,163,65,18,24.40,,,,,,
male,20.3,168,68,39,24.11,,,,,,
male,26.0,182,80,7,24.18,,,,,,
male,69.6,179,89,95,27.87,,,,,,
male,69.5,179,84,153,26.28,,,,,,
female,64.3,166,63,154,23.16,,,,,,
male,30.1,185,90,44,26.28,,,,,,
male,29.3,165,66,61,24.25,,,,,,
male,67.9,178,83,28,26.27,,,,,,
female,27.8,161,57,45,21.90,,,,,,
female,25.6,158,56,178,22.55,,,,,,
female,36.2,149,55,159,24.75,,,,,,
male,62.0,166,79,17,28.48,,,,,,
female,34.5,153,50,169,21.26,,,,,,
female,31.1,157,62,109,25.21,,,,,,
male,53.1,176,79,112,25.28,,,,,,
female,23.4,179,69,162,21.33,,,,,,
female,64.5,167,66,110,23.62,,,,,,
male,32.2,194,93,150,24.67,,,,,,
female,37.0,170,64,164,22.08,,,,,,
male,30.3,190,91,93,25.18,,,,,,
male,64.4,191,90,29,24.62,,,,,,
female,33.1,160,58,8,22.77,,,,,,
female,45.8,160,53,189,20.93,,,,,,
male,40.9,205,105,147,25.05,,,,,,
female,62.6,152,52,36,22.33,,,,,,
female,41.6,157,59,22,24.04,,,,,,
female,37.8,159,59,23,23.04,,,,,,
female,52.0,149,53,13,23.68,,,,,,
male,50.7,173,74,161,24.76,,,,,,
male,25.0,194,98,38,25.99,,,,,,
male,48.2,179,79,1,24.44,,,,,,
male,71.9,186,89,161,25.70,,,,,,
male,42.9,197,99,67,25.34,,,,,,
male,21.2,185,84,9,24.55,,,,,,
male,67.5,187,100,84,28.48,,,,,,
male,69.7,167,72,154,25.66,,,,,,
male,27.6,179,77,176,24.27,,,,,,
female,21.6,178,72,80,22.75,,,,,,
male,47.4,172,73,79,24.53,,,,,,
female,19.7,173,71,12,23.89,,,,,,
female,33.5,156,51,46,20.92,,,,,,
male,26.4,188,90,186,25.25,,,,,,
male,48.0,180,85,12,26.15,,,,,,
male,65.1,190,96,49,26.56,,,,,,
female,64.9,165,63,205,23.20,,,,,,
male,56.8,191,93,44,25.50,,,,,,
female,36.5,172,71,169,23.92,,,,,,
male,21.4,173,75,36,25.13,,,,,,
female,24.6,160,55,192,21.55,,,,,,
male,49.3,180,81,136,24.89,,,,,,
male,28.5,164,74,83,27.57,,,,,,
male,34.3,172,82,123,27.90,,,,,,
female,62.3,173,72,56,24.26,,,,,,
male,20.2,188,94,26,26.41,,,,,,
female,62.4,168,66,121,23.45,,,,,,
male,48.3,174,80,112,26.72,,,,,,
female,21.7,171,69,138,23.54,,,,,,
male,60.5,184,84,129,24.82,,,,,,
female,25.8,168,68,24,24.25,,,,,,
male,48.7,182,84,24,25.27,,,,,,
female,27.8,163,61,56,23.09,,,,,,
female,30.4,161,61,176,23.60,,,,,,
male,43.9,188,88,151,24.84,,,,,,
male,33.3,167,67,40,23.89,,,,,,
female,41.3,172,66,17,22.33,,,,,,
female,39.3,169,73,73,25.38,,,,,,
male,45.1,187,85,83,24.13,,,,,,
female,65.2,163,68,161,25.56,,,,,,
male,35.5,203,101,72,24.58,,,,,,
female,26.1,170,68,55,23.46,,,,,,
female,38.1,156,58,15,23.77,,,,,,
male,23.2,192,97,15,26.39,,,,,,
male,39.8,205,104,217,24.90,,,,,,
male,78.1,199,101,220,25.35,,,,,,
male,56.2,190,97,8,26.87,,,,,,
male,35.3,196,95,50,24.54,,,,,,
male,25.4,194,98,20,25.97,,,,,,
male,21.7,189,92,9,25.67,,,,,,
female,38.1,168,64,42,22.73,,,,,,
male,26.9,191,92,190,25.21,,,,,,
male,22.3,166,65,121,23.59,,,,,,
female,76.0,180,79,151,24.41,,,,,,
female,28.4,171,68,103,23.31,,,,,,
male,56.9,177,82,30,26.19,,,,,,
female,39.9,164,63,73,23.21,,,,,,
female,57.9,170,68,109,23.62,,,,,,
female,56.8,140,45,200,22.76,,,,,,
female,77.6,160,59,107,23.07,,,,,,
female,19.9,173,78,130,26.09,,,,,,
male,70.5,174,79,152,26.09,,,,,,
female,26.0,158,52,124,20.67,,,,,,
female,33.5,180,73,27,22.41,,,,,,
male,66.1,180,84,20,25.91,,,,,,
male,46.4,187,97,66,27.67,,,,,,
female,24.4,158,59,202,23.44,,,,,,
female,70.6,190,89,86,24.68,,,,,,
male,31.9,191,93,4,25.47,,,,,,
female,67.3,161,62,24,23.79,,,,,,
female,21.8,168,64,65,22.79,,,,,,
female,53.5,170,62,62,21.37,,,,,,
female,40.2,161,59,17,22.88,,,,,,
female,37.2,161,61,86,23.58,,,,,,
male,19.1,198,97,2,24.81,,,,,,
female,40.8,156,61,199,24.96,,,,,,
female,46.4,169,72,100,25.10,,,,,,
female,26.5,161,58,68,22.49,,,,,,
female,26.6,181,75,23,23.09,,,,,,
male,32.0,190,90,75,24.92,,,,,,
male,32.5,194,98,8,26.00,,,,,,
female,22.7,159,57,21,22.68,,,,,,
female,70.6,165,61,219,22.37,,,,,,
female,44.7,173,67,110,22.35,,,,,,
male,20.8,193,92,35,24.67,,,,,,
female,35.2,152,53,24,22.87,,,,,,
female,22.9,154,54,167,22.69,,,,,,
female,24.1,170,65,131,22.62,,,,,,
male,19.2,192,98,29,26.74,,,,,,
female,45.1,153,55,210,23.32,,,,,,
male,26.0,178,78,26,24.49,,,,,,
male,20.4,191,89,24,24.41,,,,,,
female,77.0,171,73,10,25.15,,,,,,
female,39.0,177,68,63,21.56,,,,,,
male,55.5,178,87,30,27.37,,,,,,
female,34.5,162,65,18,24.64,,,,,,
female,22.5,169,62,48,21.77,,,,,,
male,22.4,178,79,64,25.05,,,,,,
female,22.6,156,56,179,22.92,,,,,,
male,55.7,186,83,111,23.82,,,,,,
male,24.7,179,78,132,24.19,,,,,,
female,23.4,177,72,99,23.07,,,,,,
male,41.4,173,79,142,26.39,,,,,,
female,50.4,163,65,62,24.73,,,,,,
male,39.3,178,77,184,24.40,,,,,,
female,32.5,166,66,90,24.00,,,,,,
female,65.0,158,59,66,23.58,,,,,,
male,77.1,185,87,240,25.60,,,,,,
female,21.7,161,55,84,21.23,,,,,,
male,45.7,180,89,130,27.38,,,,,,
male,31.0,179,79,12,24.56,,,,,,
male,33.7,173,79,88,26.55,,,,,,
female,23.9,181,70,15,21.18,,,,,,
male,42.0,179,78,10,24.43,,,,,,
male,56.2,175,80,40,26.17,,,,,,
male,27.8,200,100,10,25.03,,,,,,
male,77.0,183,90,103,26.88,,,,,,
female,32.5,169,58,163,20.26,,,,,,
male,72.9,173,79,116,26.38,,,,,,
female,72.1,154,61,183,25.88,,,,,,
female,75.8,166,62,173,22.72,,,,,,
female,48.4,171,70,118,23.82,,,,,,
male,56.5,173,72,15,24.29,,,,,,
male,39.5,171,70,73,24.04,,,,,,
female,51.4,162,58,141,22.08,,,,,,
female,20.8,150,49,78,21.95,,,,,,
female,29.4,185,75,190,22.16,,,,,,
female,33.4,166,67,60,24.16,,,,,,
female,51.0,169,73,35,25.49,,,,,,
female,24.2,167,60,43,21.22,,,,,,
female,25.3,166,65,24,23.57,,,,,,
female,47.4,153,55,92,23.31,,,,,,
female,49.3,171,67,25,22.99,,,,,,
male,63.8,187,90,128,25.55,,,,,,
female,64.8,142,47,8,23.52,,,,,,
male,73.2,192,94,142,25.45,,,,,,
male,64.5,193,96,223,25.98,,,,,,
male,26.1,205,101,43,24.11,,,,,,
female,20.5,166,66,21,23.78,,,,,,
female,26.2,156,55,114,22.52,,,,,,
male,74.6,170,72,108,24.78,,,,,,
female,32.8,179,73,63,22.81,,,,,,
male,66.1,179,78,32,24.31,,,,,,
female,40.8,168,65,38,23.11,,,,,,
female,19.6,153,52,9,22.42,,,,,,
male,70.2,185,91,77,26.77,,,,,,
male,51.0,195,103,48,27.01,,,,,,
male,68.3,183,91,91,27.31,,,,,,
male,75.1,174,80,49,26.47,,,,,,
female,79.6,171,76,38,26.12,,,,,,
female,69.4,169,70,149,24.49,,,,,,
male,25.5,177,78,123,25.09,,,,,,
male,72.8,184,91,133,26.98,,,,,,
female,33.8,167,64,102,22.78,,,,,,
female,31.8,160,58,20,22.52,,,,,,
female,73.4,150,57,48,25.27,,,,,,
male,77.6,184,85,224,25.25,,,,,,
male,22.6,193,89,168,23.85,,,,,,
female,53.3,181,78,24,23.85,,,,,,
female,20.9,164,65,32,24.05,,,,,,
female,22.6,147,50,80,23.25,,,,,,
female,44.5,168,68,47,24.25,,,,,,
male,30.4,196,97,159,25.30,,,,,,
female,60.8,170,70,58,24.09,,,,,,
female,31.7,141,49,19,24.59,,,,,,
female,43.4,155,61,98,25.52,,,,,,
male,52.4,180,77,59,23.58,,,,,,
male,21.7,185,88,149,25.52,,,,,,
female,53.0,174,69,115,23.03,,,,,,
female,34.0,152,57,98,24.72,,,,,,
female,75.2,139,48,134,24.47,,,,,,
male,36.3,198,103,89,26.32,,,,,,
male,39.5,183,92,56,27.24,,,,,,
male,51.3,189,87,103,24.25,,,,,,
female,45.1,163,65,30,24.61,,,,,,
female,29.8,159,57,45,22.43,,,,,,
female,51.6,163,59,96,22.26,,,,,,
female,55.0,159,53,40,20.87,,,,,,
female,21.3,164,63,8,23.15,,,,,,
male,61.9,188,93,23,26.37,,,,,,
female,70.5,144,54,70,26.14,,,,,,
female,42.5,148,51,84,23.23,,,,,,
male,28.3,195,90,23,23.75,,,,,,
male,23.3,186,84,129,24.26,,,,,,
female,24.0,165,65,135,23.62,,,,,,
female,33.3,174,68,157,22.48,,,,,,
male,24.1,176,70,4,22.53,,,,,,
female,26.7,178,69,21,21.81,,,,,,
female,75.3,177,84,214,26.77,,,,,,
female,41.9,144,44,44,21.12,,,,,,
female,28.9,167,68,43,24.23,,,,,,
female,72.8,166,65,32,23.41,,,,,,
female,50.2,173,69,20,23.01,,,,,,
male,38.0,186,80,41,23.00,,,,,,
female,21.8,184,80,17,23.54,,,,,,
female,40.0,158,58,130,23.43,,,,,,
male,68.2,188,88,5,24.73,,,,,,
female,34.2,178,78,76,24.46,,,,,,
female,35.3,172,69,88,23.09,,,,,,
male,67.1,196,94,61,24.42,,,,,,
male,75.4,191,96,112,26.35,,,,,,
male,27.6,179,85,179,26.36,,,,,,
male,45.5,182,87,164,26.15,,,,,,
female,63.2,170,67,168,23.01,,,,,,
female,31.0,150,50,36,22.33,,,,,,
female,55.1,165,68,114,24.86,,,,,,
female,22.7,160,58,107,22.63,,,,,,
female,27.2,184,75,37,22.18,,,,,,
female,53.7,175,77,62,25.17,,,,,,
male,34.5,181,82,24,24.80,,,,,,
male,61.9,193,104,87,27.71,,,,,,
male,44.7,185,82,91,23.78,,,,,,
female,20.5,168,64,147,22.82,,,,,,
male,69.8,185,88,112,25.84,,,,,,
female,19.9,179,73,150,22.66,,,,,,
female,53.9,160,60,49,23.66,,,,,,
female,22.1,164,62,92,23.26,,,,,,
female,49.1,181,81,161,24.63,,,,,,
male,35.3,194,96,182,25.56,,,,,,
female,23.9,175,70,116,22.88,,,,,,
female,62.5,165,59,16,21.78,,,,,,
female,26.7,160,65,139,25.60,,,,,,
female,22.0,164,59,190,21.85,,,,,,
female,32.1,169,64,25,22.42,,,,,,
male,34.6,190,93,138,25.85,,,,,,
male,27.1,183,80,2,23.94,,,,,,
male,38.8,201,110,115,27.21,,,,,,
male,23.0,185,87,130,25.70,,,,,,
male,43.1,180,80,198,24.64,,,,,,
female,61.5,165,60,56,22.14,,,,,,
female,42.5,180,78,18,24.08,,,,,,
male,59.1,193,93,258,24.91,,,,,,
male,36.6,173,74,62,24.45,,,,,,
female,69.0,162,63,152,23.77,,,,,,
male,61.0,194,91,191,24.35,,,,,,
female,53.5,179,68,95,21.41,,,,,,
female,60.7,179,77,78,23.94,,,,,,
male,45.3,167,72,211,25.80,,,,,,
female,75.3,186,89,64,25.74,,,,,,
male,25.3,189,90,66,25.22,,,,,,
male,20.3,187,83,114,23.58,,,,,,
male,77.7,199,103,56,26.17,,,,,,
female,62.8,154,61,59,25.75,,,,,,
male,51.5,185,87,216,25.27,,,,,,
female,27.1,173,70,96,23.44,,,,,,
male,25.0,170,70,152,24.19,,,,,,
female,42.7,173,64,35,21.22,,,,,,
female,35.3,180,75,1,23.34,,,,,,
male,21.0,193,91,43,24.37,,,,,,
male,40.1,175,76,24,24.94,,,,,,
female,42.9,172,67,116,22.47,,,,,,
male,60.0,192,97,65,26.41,,,,,,
female,25.2,150,50,144,22.31,,,,,,
male,40.1,199,97,151,24.48,,,,,,
female,41.0,175,75,14,24.38,,,,,,
male,40.8,184,89,13,26.21,,,,,,
female,53.6,163,66,86,24.79,,,,,,
female,31.7,140,44,189,22.17,,,,,,
female,25.3,180,76,25,23.37,,,,,,
female,21.3,163,63,152,23.86,,,,,,
male,73.2,182,88,78,26.63,,,,,,
male,60.7,184,86,103,25.30,,,,,,
male,37.2,181,79,17,23.99,,,,,,
male,50.9,189,96,196,26.83,,,,,,
female,44.6,157,56,192,22.69,,,,,,
male,25.7,182,81,61,24.24,,,,,,
female,55.6,146,48,30,22.50,,,,,,
female,27.5,165,58,69,21.37,,,,,,
female,24.4,165,64,144,23.48,,,,,,
female,69.0,152,53,177,23.00,,,,,,
male,19.7,194,94,32,25.03,,,,,,
male,57.3,205,115,19,27.14,,,,,,
male,22.8,190,92,55,25.57,,,,,,
female,72.1,181,75,34,23.01,,,,,,
female,30.3,153,53,116,22.46,,,,,,
female,37.3,169,71,199,24.98,,,,,,
male,37.9,183,81,207,24.06,,,,,,
female,34.4,178,70,159,22.09,,,,,,
female,36.5,179,71,73,22.26,,,,,,
male,30.6,189,90,12,25.03,,,,,,
male,24.5,190,92,139,25.48,,,,,,
female,35.4,172,75,80,25.22,,,,,,
male,59.8,189,98,211,27.31,,,,,,
female,34.6,169,64,9,22.36,,,,,,
male,72.7,181,81,174,24.95,,,,,,
female,37.4,166,67,23,24.34,,,,,,
male,54.8,187,83,7,23.69,,,,,,
female,66.1,173,70,32,23.26,,,,,,
female,65.2,165,71,81,26.25,,,,,,
female,56.0,151,56,4,24.51,,,,,,
female,41.0,147,56,88,25.83,,,,,,
female,40.8,151,55,178,23.93,,,,,,
male,52.6,180,90,68,27.55,,,,,,
female,65.3,169,64,157,22.47,,,,,,
male,42.0,174,72,184,23.85,,,,,,
male,22.5,177,83,94,26.40,,,,,,
female,43.7,181,80,166,24.33,,,,,,
female,51.7,150,59,105,25.88,,,,,,
female,34.0,162,57,72,21.70,,,,,,
female,39.0,161,62,28,23.83,,,,,,
female,39.1,182,74,127,22.18,,,,,,
male,59.0,179,86,64,26.61,,,,,,
male,50.2,176,81,20,26.26,,,,,,
female,19.3,172,69,103,23.62,,,,,,
male,28.7,179,77,21,24.16,,,,,,
female,26.7,178,79,58,24.92,,,,,,
male,42.4,185,85,73,24.79,,,,,,
male,21.6,187,85,68,24.40,,,,,,
male,19.6,204,104,136,24.79,,,,,,
female,75.6,162,65,143,24.74,,,,,,
male,22.1,179,81,54,25.33,,,,,,
male,43.2,187,94,157,26.90,,,,,,
male,47.1,200,109,5,27.32,,,,,,
male,45.8,191,96,60,26.37,,,,,,
female,24.2,154,53,59,22.44,,,,,,
female,28.0,153,53,157,22.62,,,,,,
male,41.8,185,87,46,25.58,,,,,,
female,31.5,165,67,17,24.52,,,,,,
male,59.6,186,99,197,28.58,,,,,,
female,62.8,124,39,55,25.68,,,,,,
female,25.8,155,50,120,20.85,,,,,,
male,69.1,168,72,156,25.53,,,,,,
female,39.2,172,68,21,23.10,,,,,,
male,73.0,188,94,26,26.70,,,,,,
male,19.7,199,102,33,25.71,,,,,,
male,21.5,206,98,30,23.17,,,,,,
female,57.6,183,82,48,24.59,,,,,,
female,35.6,158,61,62,24.54,,,,,,
female,26.3,160,60,53,23.48,,,,,,
female,59.6,164,61,175,22.66,,,,,,
male,75.1,191,94,132,25.85,,,,,,
male,70.8,193,102,86,27.18,,,,,,
female,73.8,153,56,64,23.85,,,,,,
male,47.0,154,54,40,22.65,,,,,,
female,30.2,168,67,65,23.63,,,,,,
male,27.3,183,78,52,23.18,,,,,,
male,55.9,174,74,37,24.40,,,,,,
male,68.8,197,98,30,25.20,,,,,,
male,28.0,178,85,156,26.76,,,,,,
male,41.5,175,78,181,25.29,,,,,,
female,46.9,168,69,32,24.45,,,,,,
female,21.4,162,55,164,20.87,,,,,,
female,29.1,147,50,81,23.10,,,,,,
male,21.1,177,78,27,24.80,,,,,,
female,65.2,164,67,32,24.87,,,,,,
female,62.2,158,59,21,23.77,,,,,,
male,26.4,189,98,154,27.20,,,,,,
female,41.4,183,83,156,24.63,,,,,,
male,42.9,166,74,13,27.16,,,,,,
female,49.0,162,62,114,23.54,,,,,,
female,57.5,163,57,23,21.53,,,,,,
male,24.9,193,92,36,24.87,,,,,,
male,61.2,179,81,186,25.43,,,,,,
male,35.9,169,65,84,22.90,,,,,,
male,77.8,186,93,230,27.02,,,,,,
female,42.5,147,51,196,23.78,,,,,,
male,35.4,195,95,27,24.81,,,,,,
male,32.8,171,75,34,25.61,,,,,,
male,22.9,187,90,30,25.53,,,,,,
male,45.3,189,96,63,26.86,,,,,,
female,57.7,158,57,155,22.84,,,,,,
female,40.4,176,76,21,24.65,,,,,,
male,68.6,198,109,49,27.82,,,,,,
female,26.6,159,57,130,22.45,,,,,,
male,20.8,200,97,194,24.24,,,,,,
male,31.4,191,92,108,25.14,,,,,,
male,28.7,195,87,29,22.83,,,,,,
female,59.3,163,62,157,23.13,,,,,,
male,77.8,195,90,191,23.74,,,,,,
male,23.2,180,83,108,25.55,,,,,,
female,39.6,171,72,61,24.55,,,,,,
female,29.7,163,66,147,24.64,,,,,,
male,30.2,206,110,28,25.76,,,,,,
male,20.0,168,71,89,24.99,,,,,,
female,21.5,171,65,157,22.27,,,,,,
female,23.2,171,59,110,20.16,,,,,,
male,26.2,176,75,111,24.36,,,,,,
female,46.8,166,68,162,24.83,,,,,,
female,63.0,151,54,106,23.75,,,,,,
male,45.3,185,90,90,26.37,,,,,,
female,18.5,158,55,119,21.93,,,,,,
female,51.4,152,59,129,25.74,,,,,,
female,29.6,169,71,37,24.86,,,,,,
female,28.9,145,41,152,19.51,,,,,,
female,40.5,172,65,114,21.89,,,,,,
female,62.8,186,85,165,24.56,,,,,,
female,26.6,189,86,122,24.25,,,,,,
male,20.4,192,94,34,25.42,,,,,,
female,60.4,172,68,70,22.82,,,,,,
female,74.2,177,76,11,24.20,,,,,,
male,64.9,176,80,29,25.81,,,,,,
female,29.5,150,55,31,24.34,,,,,,
female,50.0,153,55,164,23.58,,,,,,
female,31.8,157,57,70,23.15,,,,,,
female,67.7,155,57,64,23.63,,,,,,
male,32.4,186,92,56,26.53,,,,,,
female,30.6,159,60,68,23.70,,,,,,
female,56.0,174,75,76,24.64,,,,,,
female,20.6,164,66,143,24.46,,,,,,
male,28.4,188,83,127,23.66,,,,,,
male,36.8,172,80,168,26.95,,,,,,
female,53.8,162,62,30,23.50,,,,,,
male,54.3,183,88,72,26.19,,,,,,
female,20.3,150,54,10,24.07,,,,,,
female,47.2,182,76,151,23.08,,,,,,
male,29.7,174,72,107,23.86,,,,,,
female,39.2,169,70,90,24.64,,,,,,
female,56.2,169,65,152,22.84,,,,,,
female,24.1,171,66,13,22.64,,,,,,
female,22.6,181,73,192,22.22,,,,,,
female,42.2,160,62,15,24.39,,,,,,
male,67.8,155,60,131,25.09,,,,,,
female,19.7,151,54,82,23.71,,,,,,
male,24.9,179,82,9,25.46,,,,,,
female,25.9,186,76,113,22.06,,,,,,
male,23.5,165,71,29,26.14,,,,,,
female,59.7,177,78,105,24.92,,,,,,
male,46.3,195,93,113,24.42,,,,,,
male,29.8,185,87,131,25.36,,,,,,
female,31.2,157,56,174,22.41,,,,,,
female,49.7,175,77,101,25.27,,,,,,
female,70.0,169,65,53,22.58,,,,,,
female,22.3,158,59,44,23.43,,,,,,
female,46.0,153,54,147,23.16,,,,,,
female,49.9,168,64,117,22.59,,,,,,
male,53.2,198,97,66,24.85,,,,,,
male,52.7,186,85,148,24.50,,,,,,
male,57.4,167,70,81,25.17,,,,,,
male,51.4,182,85,17,25.85,,,,,,
female,25.8,149,53,15,23.80,,,,,,
female,27.7,165,68,82,24.69,,,,,,
male,26.4,183,88,168,26.34,,,,,,
female,54.0,138,40,227,21.00,,,,,,
male,65.4,176,78,188,25.23,,,,,,
female,28.8,161,55,122,21.42,,,,,,
female,72.8,171,73,4,25.23,,,,,,
male,37.8,170,70,210,24.12,,,,,,
female,30.5,168,63,19,22.58,,,,,,
male,33.2,193,93,131,25.20,,,,,,
male,34.2,192,98,23,26.47,,,,,,
male,24.9,185,86,59,25.10,,,,,,
male,56.3,186,90,183,25.97,,,,,,
male,50.0,182,86,171,26.01,,,,,,
female,36.5,163,57,14,21.52,,,,,,
female,23.5,166,63,60,22.93,,,,,,
female,68.3,175,69,88,22.52,,,,,,
male,20.5,183,87,11,26.20,,,,,,
female,21.5,174,70,140,23.01,,,,,,
female,35.6,169,68,73,24.02,,,,,,
male,61.9,194,99,34,26.20,,,,,,
female,57.9,161,62,142,23.89,,,,,,
female,63.0,159,61,3,24.25,,,,,,
female,27.1,161,58,31,22.57,,,,,,
male,58.0,175,83,22,27.23,,,,,,
male,27.9,185,87,141,25.50,,,,,,
female,21.1,172,63,171,21.30,,,,,,
female,74.9,168,64,186,22.88,,,,,,
male,20.7,181,80,178,24.59,,,,,,
female,25.0,169,72,37,25.25,,,,,,
female,25.7,186,83,91,24.01,,,,,,
female,51.4,158,57,182,22.71,,,,,,
male,42.7,184,87,157,25.79,,,,,,
female,30.7,164,61,16,22.66,,,,,,
male,63.1,191,95,108,26.07,,,,,,
male,35.6,177,79,156,25.06,,,,,,
female,31.3,169,68,139,23.64,,,,,,
male,22.9,179,83,24,25.94,,,,,,
female,61.0,175,79,32,25.64,,,,,,
female,28.6,161,54,93,20.79,,,,,,
female,30.8,163,65,1,24.46,,,,,,
male,64.6,177,81,40,25.93,,,,,,
female,51.1,172,72,189,24.11,,,,,,
female,19.6,132,41,19,23.62,,,,,,
male,25.0,170,67,64,23.21,,,,,,
female,22.0,170,67,39,23.14,,,,,,
male,61.7,205,109,13,25.91,,,,,,
female,28.6,154,53,165,22.15,,,,,,
male,21.9,174,75,52,24.81,,,,,,
female,28.5,172,65,14,21.94,,,,,,
male,36.6,194,102,1,27.12,,,,,,
female,74.5,153,51,117,21.56,,,,,,
female,38.0,177,77,48,24.76,,,,,,
male,74.7,183,90,152,26.90,,,,,,
male,40.3,197,95,89,24.46,,,,,,
male,53.5,184,93,20,27.56,,,,,,
female,23.1,170,73,55,25.08,,,,,,
female,24.4,168,64,120,22.65,,,,,,
female,40.3,181,80,103,24.48,,,,,,
female,28.3,169,63,2,22.10,,,,,,
female,39.1,164,61,86,22.73,,,,,,
female,33.6,160,62,40,24.05,,,,,,
female,63.1,158,59,196,23.78,,,,,,
male,35.7,184,89,159,26.06,,,,,,
male,58.2,176,80,33,25.62,,,,,,
female,22.2,143,45,119,21.70,,,,,,
male,23.6,173,75,140,25.02,,,,,,
male,36.7,169,78,28,27.49,,,,,,
female,29.8,170,67,68,23.16,,,,,,
male,58.3,210,121,208,27.36,,,,,,
female,48.0,154,54,150,22.79,,,,,,
female,43.5,160,60,77,23.53,,,,,,
male,77.0,201,101,111,24.96,,,,,,
female,36.4,160,58,45,22.84,,,,,,
female,21.8,168,67,33,23.80,,,,,,
male,36.3,182,83,29,24.91,,,,,,
female,21.6,186,83,62,24.12,,,,,,
female,40.0,164,61,52,22.68,,,,,,
female,56.9,168,61,125,21.76,,,,,,
female,35.3,157,55,99,22.32,,,,,,
female,55.4,185,77,61,22.47,,,,,,
female,26.2,165,59,83,21.65,,,,,,
female,76.7,159,59,42,23.36,,,,,,
female,62.6,161,57,159,21.76,,,,,,
female,27.2,162,61,56,23.36,,,,,,
male,20.1,171,72,187,24.72,,,,,,
male,44.4,188,89,26,25.24,,,,,,
female,36.0,172,65,137,21.97,,,,,,
male,49.4,189,85,153,23.74,,,,,,
female,76.2,147,50,206,22.96,,,,,,
female,56.9,154,53,156,22.53,,,,,,
male,52.8,181,80,88,24.42,,,,,,
female,35.3,168,62,76,21.96,,,,,,
female,32.2,158,60,103,23.84,,,,,,
female,21.1,163,58,41,21.72,,,,,,
female,68.5,178,81,42,25.51,,,,,,
male,77.0,178,81,156,25.44,,,,,,
female,36.7,167,68,168,24.16,,,,,,
male,20.3,178,77,42,24.31,,,,,,
female,24.5,158,55,204,22.05,,,,,,
male,46.2,175,83,90,26.92,,,,,,
female,23.1,162,64,3,24.47,,,,,,
male,20.6,197,98,59,25.35,,,,,,
female,46.0,161,65,34,24.86,,,,,,
male,21.6,191,93,65,25.39,,,,,,
female,63.4,158,58,160,23.11,,,,,,
female,32.4,165,63,155,23.12,,,,,,
male,78.8,191,90,230,24.79,,,,,,
female,78.7,160,65,194,25.33,,,,,,
female,23.6,166,64,149,23.35,,,,,,
male,56.1,193,99,141,26.64,,,,,,
male,59.5,177,83,135,26.58,,,,,,
male,34.1,190,97,67,26.61,,,,,,
female,75.1,178,75,30,23.64,,,,,,
male,35.5,171,72,67,24.66,,,,,,
male,44.7,176,79,152,25.56,,,,,,
female,40.5,159,55,161,21.62,,,,,,
